Audience Segment,Audience1,Audience2,Audience3,Audience4,Audience5,Audience6,Audience7,Creative Size,Creative Messaging,Location,City,State,URL,Publisher,Exchange,Device Make,Impressions,Clicks,Viewable Impressions,Measurable Impressions,Conversions,Gross Cost,322,CPC  (Gross Cost/Clicks),CPA (Cost/Conversions),CPM,CVR (Conversion/Clicks),CTR (Clicks/Impressions),Viewability
Online Behavior>United States>Autos and Vehicles>Brands>Pontiac,Online Behavior,United States,Autos and Vehicles,Brands,Pontiac,,,320x50,Subscribe Today - 10% Discount,"San Francisco,California",San Francisco,California,sports.yahoo.com,Sports,BidSwitch,Smartphone,"7,769.00",1,"3,152.00","6,464.00",1,"$5,603.05",,"$5,603.05","$5,603.05",$721.21,100.00%,0.01%,48.76%
Online Behavior>United States>Intent>Shopping>Consumer Electronics>Tablets,Online Behavior,United States,Intent,Shopping,Consumer Electronics,Tablets,,320x50,Subscribe Today - 10% Discount,"Nashville,Tennessee",Nashville,Tennessee,finviz.com,Finviz,Google Ad Manager,Smartphone,"9,533.00",1,"6,548.00","9,042.00",16,"$5,574.54",,"$5,574.54",$348.41,$584.76,1600.00%,0.01%,72.42%
Online Behavior>United States>Arts and Entertainment>Events and Listings>Expos and Conventions,Online Behavior,United States,Arts and Entertainment,Events and Listings,Expos and Conventions,,,300x250,Subscribe Today - 10% Discount,"Los Angeles,California",Los Angeles,California,zillow.com,Zillow,Google Ad Manager,Apple PC,"20,833.00",1,"1,777.00","17,211.00",2,"$5,542.51",,"$5,542.51","$2,771.26",$266.04,200.00%,0.00%,10.32%
Online Behavior>United States>Sports>Individual Sports>Gymnastics,Online Behavior,United States,Sports,Individual Sports,Gymnastics,,,320x50,Sign up Now - 10% Off,"Tampa-St Petersburg (Sarasota),Florida",Tampa-St Petersburg (Sarasota),Florida,my.yahoo.com,My,PubMatic,Smartphone,"7,061.00",1,"3,728.00","5,923.00",3,"$5,539.71",,"$5,539.71","$1,846.57",$784.55,300.00%,0.01%,62.94%
Online Behavior>United States>Autos and Vehicles>Brands>GMC,Online Behavior,United States,Autos and Vehicles,Brands,GMC,,,300x50,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,mhvillage.com,Mhvillage,Google Ad Manager,Smartphone,"1,870.00",1,514.00,"1,717.00",13,"$5,524.80",,"$5,524.80",$424.98,"$2,954.44",1300.00%,0.05%,29.94%
Online Behavior>United States>Autos and Vehicles>Brands>Saab,Online Behavior,United States,Autos and Vehicles,Brands,Saab,,,320x50,10% Discount - Ends 6/1,"Jackson,Mississippi",Jackson,Mississippi,geeksforgeeks.org,Geeksforgeeks,Google Ad Manager,Smartphone,"109,709.00",1,"3,064.00","15,428.00",20,"$5,409.08",,"$5,409.08",$270.45,$49.30,2000.00%,0.00%,19.86%
Online Behavior>United States>Intent>Shopping>Drug Stores>CVS,Online Behavior,United States,Intent,Shopping,Drug Stores,CVS,,300x250,Sign up Now - 10% Off,"San Francisco,California",San Francisco,California,drugs.com,Drugs,BidSwitch,Smartphone,"11,697.00",1,"6,761.00","10,783.00",1,"$5,218.07",,"$5,218.07","$5,218.07",$446.10,100.00%,0.01%,62.70%
Online Behavior>United States>Intent>Shopping>Consumer Electronics>Cameras and Photography Equip,Online Behavior,United States,Intent,Shopping,Consumer Electronics,Cameras and Photography Equip,,300x250,Sign up Today - 10% Off,"Chicago,Illinois",Chicago,Illinois,gameofglam.com,Gameofglam,BidSwitch,Smartphone,"11,681.00",1,"4,713.00","8,230.00",1,"$5,216.65",,"$5,216.65","$5,216.65",$446.59,100.00%,0.01%,57.27%
Online Behavior>United States>Law and Government>Government,Online Behavior,United States,Law and Government,Government,,,,300x250,Sign up Today - 10% Off,"Chicago,Illinois",Chicago,Illinois,slickdeals.net,Slickdeals,OpenX,Windows PC,"18,537.00",1,"6,473.00","17,081.00",1,"$5,206.24",,"$5,206.24","$5,206.24",$280.86,100.00%,0.01%,37.90%
Online Behavior>United States>Validated Demographic>Gender and Age Combined>Males 18-54,Online Behavior,United States,Validated Demographic,Gender and Age Combined,Males 18-54,,,300x250,Sign up Now - 10% Off,"Nashville,Tennessee",Nashville,Tennessee,accuweather.com,Accuweather,Google Ad Manager,Smartphone,"14,730.00",1,"1,272.00","12,427.00",1,"$5,190.54",,"$5,190.54","$5,190.54",$352.38,100.00%,0.01%,10.24%
Online Behavior>United States>Validated Demographic>Age>18-44,Online Behavior,United States,Validated Demographic,Age,18-44,,,300x250,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,sports.yahoo.com,Sports,Magnite DV+,Smartphone,"7,187.00",1,"2,710.00","5,928.00",1,"$5,154.87",,"$5,154.87","$5,154.87",$717.25,100.00%,0.01%,45.72%
Online Behavior>United States>Sports>Sports League>NHL,Online Behavior,United States,Sports,Sports League,NHL,,,300x250,Sign up Now - 10% Off,"Chicago,Illinois",Chicago,Illinois,ebay.com,Ebay,Index Exchange,Smartphone,"56,945.00",1,"20,750.00","50,714.00",6,"$5,144.47",,"$5,144.47",$857.41,$90.34,600.00%,0.00%,40.92%
Online Behavior>United States>Arts and Entertainment>Visual Art and Design,Online Behavior,United States,Arts and Entertainment,Visual Art and Design,,,,300x250,10% Discount - Ends 6/1,"Ft. Myers-Naples,Florida",Ft. Myers-Naples,Florida,sears.com,Sears,Google Ad Manager,Smartphone,"1,136.00",1,798.00,"1,059.00",3,"$5,121.88",,"$5,121.88","$1,707.29","$4,508.70",300.00%,0.09%,75.35%
Online Behavior>United States>Arts and Entertainment>Events and Listings>Live Sporting Events,Online Behavior,United States,Arts and Entertainment,Events and Listings,Live Sporting Events,,,320x50,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,my.yahoo.com,Yahoo,Google Ad Manager,Smartphone,"21,028.00",1,"5,781.00","16,134.00",11,"$5,101.32",,"$5,101.32",$463.76,$242.60,1100.00%,0.00%,35.83%
Online Behavior>United States>Food and Drink>Beverages>Bottled Water,Online Behavior,United States,Food and Drink,Beverages,Bottled Water,,,320x50,Sign up Now - 10% Off,"New York City,New York",New York City,New York,forbes.com,Forbes,Google Ad Manager,Smartphone,"12,879.00",1,"7,225.00","12,173.00",7,"$5,099.28",,"$5,099.28",$728.47,$395.94,700.00%,0.01%,59.35%
Online Behavior>United States>Hobbies and Leisure>Special Occasions>Weddings,Online Behavior,United States,Hobbies and Leisure,Special Occasions,Weddings,,,300x250,10% Discount - Ends 6/1,"Tri-Cities,Tennessee-Virginia",Tri-Cities,Tennessee-Virginia,auctionzip.com,Auctionzip,Google Ad Manager,Smartphone,"4,789.00",1,"2,399.00","4,538.00",5,"$4,945.02",,"$4,945.02",$989.00,"$1,032.58",500.00%,0.02%,52.86%
Online Behavior>United States>Intent>Services>Restaurants,Online Behavior,United States,Intent,Services,Restaurants,,,300x250,Sign up Now - 10% Off,"San Francisco,California",San Francisco,California,weather.com,Weather,Google Ad Manager,Apple PC,"29,856.00",1,"7,664.00","21,698.00",1,"$4,851.39",,"$4,851.39","$4,851.39",$162.49,100.00%,0.00%,35.32%
Online Behavior>United States>Intent>Auto Buyers>Type>Crossover,Online Behavior,United States,Intent,Auto Buyers,Type,Crossover,,320x50,Sign up Now - 10% Off,"Chicago,Illinois",Chicago,Illinois,usatoday.com,Usatoday,Google Ad Manager,Smartphone,"25,539.00",1,"12,130.00","24,129.00",15,"$4,804.49",,"$4,804.49",$320.30,$188.12,1500.00%,0.00%,50.27%
Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 25-34,Online Behavior,United States,Validated Demographic,Gender and Age Combined,Females 25-34,,,300x250,10% Discount - Ends 6/1,"Los Angeles,California",Los Angeles,California,ign.com,Ign,Index Exchange,Smartphone,"8,273.00",1,"1,929.00","7,441.00",1,"$4,689.52",,"$4,689.52","$4,689.52",$566.85,100.00%,0.01%,25.92%
US>Reach>Sociodemographic>Dwelling Size>1 Unit,US,Reach,Sociodemographic,Dwelling Size,1 Unit,,,300x50,10% Discount - Ends 6/1,"San Francisco,California",San Francisco,California,bbc.com,Bbc,BidSwitch,Smartphone,"13,686.00",1,"7,928.00","11,931.00",16,"$4,660.56",,"$4,660.56",$291.29,$340.53,1600.00%,0.01%,66.45%
Online Behavior>United States>Intent>Shopping>CPG» Health and Beauty,Online Behavior,United States,Intent,Shopping,CPG» Health and Beauty,,,320x50,Sign up Today - 10% Off,"San Francisco,California",San Francisco,California,evite.com,Evite,PubMatic,Smartphone,"7,136.00",1,"3,411.00","6,798.00",1,"$4,659.40",,"$4,659.40","$4,659.40",$652.94,100.00%,0.01%,50.18%
Online Behavior>United States>News>Sports News,Online Behavior,United States,News,Sports News,,,,320x50,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,biblegateway.com,Biblegateway,Google Ad Manager,Smartphone,"26,715.00",1,"12,287.00","25,003.00",1,"$4,623.09",,"$4,623.09","$4,623.09",$173.05,100.00%,0.00%,49.14%
Online Behavior>United States>Games>Board Games,Online Behavior,United States,Games,Board Games,,,,300x250,Sign up Now - 10% Off,"New York City,New York",New York City,New York,lifewire.com,Lifewire,Google Ad Manager,Smartphone,"4,509.00",1,"2,702.00","4,299.00",5,"$4,585.36",,"$4,585.36",$917.07,"$1,016.93",500.00%,0.02%,62.85%
US>Reach>Propensity Models>Hobbies and Interest>Food and Drinks>Gourmet Cooking,US,Reach,Propensity Models,Hobbies and Interest,Food and Drinks,Gourmet Cooking,,300x50,10% Discount - Ends 6/1,"Ft. Myers-Naples,Florida",Ft. Myers-Naples,Florida,kayak.com,Kayak,Yieldmo,Smartphone,"4,300.00",1,"2,909.00","4,208.00",24,"$4,311.85",,"$4,311.85",$179.66,"$1,002.76",2400.00%,0.02%,69.13%
Online Behavior>United States>B2B>Occupation>TravelAgent,Online Behavior,United States,B2B,Occupation,TravelAgent,,,300x250,Sign up Now - 10% Off,"New York City,New York",New York City,New York,milb.com,Milb,BidSwitch,Smartphone,"1,864.00",1,513.00,"1,471.00",9,"$4,058.08",,"$4,058.08",$450.90,"$2,177.08",900.00%,0.05%,34.87%
US>Reach>Propensity Models>Hobbies and Interest>Music>Download,US,Reach,Propensity Models,Hobbies and Interest,Music,Download,,320x50,10% Discount - Ends 6/1,"New York City,New York",New York City,New York,britannica.com,Britannica,Google Ad Manager,Smartphone,"4,521.00",1,"3,385.00","4,145.00",9,"$3,842.30",,"$3,842.30",$426.92,$849.88,900.00%,0.02%,81.66%
US>Reach>Propensity Models>Hobbies and Interest>Music>Listens to Pop Music,US,Reach,Propensity Models,Hobbies and Interest,Music,Listens to Pop Music,,320x50,Sign up Today - 10% Off,"San Francisco,California",San Francisco,California,merriam-webster.com/dictionary,Merriam-Webster,Google Ad Manager,Smartphone,"18,771.00",1,"10,871.00","17,138.00",3,"$3,827.37",,"$3,827.37","$1,275.79",$203.90,300.00%,0.01%,63.43%
Online Behavior>United States>B2B>Occupation>Architect,Online Behavior,United States,B2B,Occupation,Architect,,,300x250,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale,Florida",Miami-Ft. Lauderdale,Florida,yourdailysportfix.com,Yourdailysportfix,Google Ad Manager,Smartphone,"11,420.00",1,"4,647.00","9,909.00",1,"$3,804.64",,"$3,804.64","$3,804.64",$333.16,100.00%,0.01%,46.90%
Online Behavior>United States>Validated Demographic>Gender and Age Combined>Males 45-54,Online Behavior,United States,Validated Demographic,Gender and Age Combined,Males 45-54,,,300x50,10% Discount - Ends 6/1,"San Francisco,California",San Francisco,California,c5n.com,C5N,PubMatic,Smartphone,565.00,1,259.00,474.00,2,"$3,779.02",,"$3,779.02","$1,889.51","$6,688.53",200.00%,0.18%,54.64%
Online Behavior>United States>B2B>Occupation>Teacher,Online Behavior,United States,B2B,Occupation,Teacher,,,300x250,Sign up Today - 10% Off,"Chicago,Illinois",Chicago,Illinois,kbb.com,Kbb,OpenX,Smartphone,"49,014.00",1,"30,349.00","46,446.00",4,"$3,628.35",,"$3,628.35",$907.09,$74.03,400.00%,0.00%,65.34%
US>Reach>Propensity Models>Lifestyle>Loyalty Programs>Loyalty Card User,US,Reach,Propensity Models,Lifestyle,Loyalty Programs,Loyalty Card User,,300x250,Sign up Today - 10% Off,"New York City,New York",New York City,New York,findagrave.com,Findagrave,PubMatic,Smartphone,"13,100.00",1,"6,507.00","10,895.00",1,"$3,411.59",,"$3,411.59","$3,411.59",$260.43,100.00%,0.01%,59.72%
Online Behavior>United States>Finance>Financial Planning and Management>Asset and Portfolio Management,Online Behavior,United States,Finance,Financial Planning and Management,Asset and Portfolio Management,,,300x250,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,culturess.com,Culturess,Google Ad Manager,Smartphone,"9,328.00",1,"7,102.00","8,925.00",1,"$3,408.08",,"$3,408.08","$3,408.08",$365.36,100.00%,0.01%,79.57%
Online Behavior>United States>B2B>Occupation>PropertyManager,Online Behavior,United States,B2B,Occupation,PropertyManager,,,300x250,10% Discount - Ends 6/1,"Chicago,Illinois",Chicago,Illinois,whatismyipaddress.com,Whatismyipaddress,Google Ad Manager,Apple PC,"7,447.00",1,"4,163.00","5,586.00",19,"$3,311.94",,"$3,311.94",$174.31,$444.73,1900.00%,0.01%,74.53%
US>Reach>Propensity Models>Lifestyle>Loyalty Programs>Frequent Flyer Program Member,US,Reach,Propensity Models,Lifestyle,Loyalty Programs,Frequent Flyer Program Member,,300x50,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,zleague.gg,Zleague,BidSwitch,Smartphone,"4,975.00",1,"1,757.00","4,498.00",11,"$3,307.56",,"$3,307.56",$300.69,$664.84,1100.00%,0.02%,39.06%
US>Reach>Propensity Models>Hobbies and Interest>Sports>Plays Soccer,US,Reach,Propensity Models,Hobbies and Interest,Sports,Plays Soccer,,300x250,Sign up Now - 10% Off,"Savannah,Georgia",Savannah,Georgia,health.usnews.com,Health,Google Ad Manager,Smartphone,"8,730.00",1,"3,725.00","7,413.00",1,"$3,268.01",,"$3,268.01","$3,268.01",$374.34,100.00%,0.01%,50.25%
US>Reach>Propensity Models>Household Consumer Expenditures>Kitchen,US,Reach,Propensity Models,Household Consumer Expenditures,Kitchen,,,320x50,Sign up Now - 10% Off,"San Francisco,California",San Francisco,California,culinaryhill.com,Culinaryhill,Google Ad Manager,Smartphone,"10,093.00",1,"3,901.00","9,645.00",1,"$3,105.28",,"$3,105.28","$3,105.28",$307.67,100.00%,0.01%,40.45%
US>Reach>Propensity Models>Hobbies and Interest>Food and Drinks>Eats at Fast Food Restaurants,US,Reach,Propensity Models,Hobbies and Interest,Food and Drinks,Eats at Fast Food Restaurants,,300x250,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,bestbuy.com,Bestbuy,BidSwitch,Smartphone,"18,458.00",1,"3,623.00","16,934.00",3,"$2,866.50",,"$2,866.50",$955.50,$155.30,300.00%,0.01%,21.39%
US>Reach>Propensity Models>Household Consumer Expenditures>Furniture,US,Reach,Propensity Models,Household Consumer Expenditures,Furniture,,,320x50,Subscribe Today - 10% Discount,"Louisville,Kentucky",Louisville,Kentucky,microsoftcasualgames.com,Microsoftcasualgames,PubMatic,Smartphone,"68,114.00",1,569.00,"2,059.00",15,"$2,753.71",,"$2,753.71",$183.58,$40.43,1500.00%,0.00%,27.63%
US>AUTO>Primary Vehicle>Owned or Leased>Privately owned,US,AUTO,Primary Vehicle,Owned or Leased,Privately owned,,,300x250,10% Discount - Ends 6/1,"Lansing,Michigan",Lansing,Michigan,npr.org,Npr,Xandr - Monetize SSP (AppNexus),Windows PC,"3,489.00",1,"1,426.00","2,214.00",1,"$2,668.61",,"$2,668.61","$2,668.61",$764.86,100.00%,0.03%,64.41%
US>Reach>Propensity Models>Hobbies and Interest>Sports>Canoeing>Kayaking,US,Reach,Propensity Models,Hobbies and Interest,Sports,Canoeing,Kayaking,300x250,Subscribe Today - 10% Discount,"San Francisco,California",San Francisco,California,thebigmansworld.com,Thebigmansworld,BidSwitch,Smartphone,"10,653.00",1,"5,263.00","9,921.00",11,"$2,641.48",,"$2,641.48",$240.13,$247.96,1100.00%,0.01%,53.05%
US>Response Performance>Direct Marketing Purchasers,US,Response Performance,Direct Marketing Purchasers,,,,,300x250,Subscribe Today - 10% Discount,"Champaign & Springfield-Decatur,Illinois",Champaign & Springfield-Decatur,Illinois,gamingbible.com,Gamingbible,Google Ad Manager,Smartphone,"13,183.00",1,"4,337.00","10,596.00",1,"$2,430.24",,"$2,430.24","$2,430.24",$184.35,100.00%,0.01%,40.93%
US>Reach>Propensity Models>Hobbies and Interest>Cultural Arts,US,Reach,Propensity Models,Hobbies and Interest,Cultural Arts,,,300x250,Subscribe Today - 10% Discount,"Peoria-Bloomington,Illinois",Peoria-Bloomington,Illinois,people.com,People,Google Ad Manager,Smartphone,"17,620.00",1,"11,197.00","16,687.00",3,"$2,407.79",,"$2,407.79",$802.60,$136.65,300.00%,0.01%,67.10%
Media and Entertainment>Audio and Video Streaming>Streaming Video>Interest (Affinity),Media and Entertainment,Audio and Video Streaming,Streaming Video,Interest (Affinity),,,,320x50,Sign up Today - 10% Off,"Chicago,Illinois",Chicago,Illinois,nytimes.com,Nytimes,Google Ad Manager,Smartphone,"16,239.00",1,"9,375.00","15,562.00",1,"$2,387.69",,"$2,387.69","$2,387.69",$147.03,100.00%,0.01%,60.24%
US>Reach>Propensity Models>Travel>High Frequency Travel>Business Traveler,US,Reach,Propensity Models,Travel,High Frequency Travel,Business Traveler,,300x250,Subscribe Today - 10% Discount,"San Francisco,California",San Francisco,California,tomshardware.com,Tomshardware,Google Ad Manager,Apple PC,"5,322.00",1,"2,688.00","4,263.00",2,"$2,363.07",,"$2,363.07","$1,181.53",$444.02,200.00%,0.02%,63.05%
US>Sociodemographic>ConneXions Lifestage>Y2 Emerging Techies,US,Sociodemographic,ConneXions Lifestage,Y2 Emerging Techies,,,,300x250,Sign up Today - 10% Off,"Memphis,Tennessee",Memphis,Tennessee,shareably.net,Shareably,Google Ad Manager,Smartphone,"10,485.00",1,"4,255.00","7,669.00",1,"$2,239.26",,"$2,239.26","$2,239.26",$213.57,100.00%,0.01%,55.48%
OnAudience,OnAudience,,,,,,,300x250,Sign up Today - 10% Off,"San Francisco,California",San Francisco,California,clutchpoints.com,Clutchpoints,Google Ad Manager,Smartphone,"7,472.00",1,"1,191.00","5,883.00",1,"$2,183.95",,"$2,183.95","$2,183.95",$292.28,100.00%,0.01%,20.24%
US>B2B>B2B Decision Maker Responsibilities>Security Services,US,B2B,B2B Decision Maker Responsibilities,Security Services,,,,320x50,Subscribe Today - 10% Discount,"Nashville,Tennessee",Nashville,Tennessee,slickdeals.net,Slickdeals,PubMatic,Smartphone,"12,488.00",1,"4,021.00","11,403.00",1,"$2,176.66",,"$2,176.66","$2,176.66",$174.30,100.00%,0.01%,35.26%
US>Reach>Propensity Models>Finance>Credit>Debit Card>Store Credit Card User,US,Reach,Propensity Models,Finance,Credit,Debit Card,Store Credit Card User,320x50,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,realtor.com,Realtor,Magnite DV+,Smartphone,"51,515.00",1,"18,304.00","44,891.00",14,"$2,160.31",,"$2,160.31",$154.31,$41.94,1400.00%,0.00%,40.77%
US>Reach>Propensity Models>Household Consumer Expenditures>Pets,US,Reach,Propensity Models,Household Consumer Expenditures,Pets,,,320x50,Sign up Now - 10% Off,"Los Angeles,California",Los Angeles,California,wikihow.com,Wikihow,BidSwitch,Smartphone,"4,780.00",1,"2,156.00","4,558.00",10,"$2,136.08",,"$2,136.08",$213.61,$446.88,1000.00%,0.02%,47.30%
US>Multibuyer Behaviors>Paid with Credit Card,US,Multibuyer Behaviors,Paid with Credit Card,,,,,300x250,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,baseball.fantasysports.yahoo.com,Baseball,BidSwitch,Apple PC,"12,770.00",1,"6,224.00","11,110.00",21,"$2,087.51",,"$2,087.51",$99.41,$163.47,2100.00%,0.01%,56.02%
OnAudience>Interest>News & Magazines,OnAudience,Interest,News & Magazines,,,,,320x50,Sign up Now - 10% Off,"Chicago,Illinois",Chicago,Illinois,msn.com,Msn,Google Ad Manager,Smartphone,"80,456.00",1,"46,039.00","65,383.00",3,"$2,039.85",,"$2,039.85",$679.95,$25.35,300.00%,0.00%,70.41%
US>Brand Propensities>Travel>Sandals Resorts Buyer Propensity,US,Brand Propensities,Travel,Sandals Resorts Buyer Propensity,,,,300x50,Sign up Today - 10% Off,"Miami-Ft. Lauderdale,Florida",Miami-Ft. Lauderdale,Florida,autotrader.com,Autotrader,Google Ad Manager,Smartphone,"53,561.00",1,"37,063.00","51,480.00",14,"$2,039.36",,"$2,039.36",$145.67,$38.08,1400.00%,0.00%,71.99%
OnAudience>Interest>Business,OnAudience,Interest,Business,,,,,300x250,Sign up Today - 10% Off,"San Francisco,California",San Francisco,California,cbsnews.com,Cbsnews,PubMatic,Smartphone,"13,700.00",1,"3,609.00","12,644.00",1,"$2,032.70",,"$2,032.70","$2,032.70",$148.37,100.00%,0.01%,28.54%
